{'student': {'id': 1, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'business law'}}}
{'meeting': {'id': '5339', 'info': {'name': 'CLASS 5339'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [655, 9402]}}
{'meeting': {'id': '5253', 'info': {'name': 'CLASS 5253'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [655, 714, 3198, 6909, 11057, 12249, 14535]}}
{'meeting': {'id': '4607', 'info': {'name': 'CLASS 4607'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [656]}}
{'meeting': {'id': '550', 'info': {'name': 'CLASS 550'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [658, 1163, 1273, 1929, 2065, 2130, 2812, 3092, 3130, 3153, 3503, 4013, 4525, 5270, 5332, 5831, 5925, 6349, 6789, 7203, 7264, 7276, 7342, 7431, 12031]}}
{'meeting': {'id': '5690', 'info': {'name': 'CLASS 5690'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [658, 3234, 5006, 5284, 8535, 8690, 9565, 10923, 15107, 15377, 15562, 16952, 17691, 18507, 19984]}}
{'meeting': {'id': '552', 'info': {'name': 'CLASS 552'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [658, 1163, 1273, 1800, 1929, 2065, 2130, 2812, 3092, 3130, 3140, 3153, 3503, 4013, 4525, 5270, 5332, 5831, 5925, 6349, 6789, 7203, 7264, 7276, 7342, 7431]}}
{'meeting': {'id': '4939', 'info': {'name': 'CLASS 4939'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [659, 987, 2586, 6382, 7139, 13699, 13819, 14886, 15945, 18187, 18685, 18689, 19582, 19595, 19829, 20163, 20307]}}
{'meeting': {'id': '4746', 'info': {'name': 'CLASS 4746'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [662, 726, 12324, 12988, 13189, 13905, 15898, 16222, 16287, 16297, 16379, 16659]}}
{'meeting': {'id': '85', 'info': {'name': 'CLASS 85'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [662]}}
{'meeting': {'id': '5643', 'info': {'name': 'CLASS 5643'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [663, 7003, 13214, 14288, 15453, 17739, 18207, 20375]}}
{'meeting': {'id': '2860', 'info': {'name': 'CLASS 2860'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [663, 3314, 5806, 9059, 9293, 15618]}}
{'meeting': {'id': '3511', 'info': {'name': 'CLASS 3511'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [663, 2288, 3346, 4976, 6082, 6561, 6934, 8872, 9059, 9293]}}
{'meeting': {'id': '5149', 'info': {'name': 'CLASS 5149'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [663, 1345, 6082, 7137, 11964, 19403, 20963]}}
{'meeting': {'id': '1530', 'info': {'name': 'CLASS 1530'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [663, 1176, 1583, 2087, 2178, 2320, 2574, 2738, 2790, 2984, 3243, 3288, 3841, 4323, 5329, 5581, 5884, 6345, 6555, 6846, 7195, 7474, 7673, 7723, 7779, 7831, 8009, 8125, 8286, 8291, 8622, 8682, 8761, 8951, 9037, 9291, 9423, 9626, 9630, 9664, 9897, 9901, 9925, 9976, 10074, 10532, 10550, 10778, 11244, 11759, 11880, 11954, 12411, 12819, 13093, 13589, 13605, 13644, 13944, 13994, 14010, 15087, 15203, 15531, 15777, 16358, 16388, 17088, 17124, 17585, 18123, 18290, 18508, 18548, 19162, 19948, 20328, 20351, 20669]}}
{'meeting': {'id': '3650', 'info': {'name': 'CLASS 3650'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [664, 836, 12423, 12471, 12494, 16875]}}
{'meeting': {'id': '3636', 'info': {'name': 'CLASS 3636'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [664, 1006, 5131, 9289, 14379, 16326, 21589]}}
{'meeting': {'id': '1644', 'info': {'name': 'CLASS 1644'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [666, 14822, 14901, 14968]}}
{'meeting': {'id': '4708', 'info': {'name': 'CLASS 4708'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [666, 2575, 2780, 2782, 2814, 2845, 3156, 3396, 3600, 4213, 4640, 5138, 5206, 5382, 5708, 6052, 6513, 6587, 6871, 7455, 8314, 8323, 8495, 8874, 9292, 9385, 9882, 10116, 10192, 10438, 10527, 10663, 11340, 11451, 11602, 11673, 11937, 11996, 12259, 12563, 12725, 12795, 12804, 12826, 12854, 12874, 12902, 12998, 13030, 13070, 13268, 13381, 13507, 14146, 14533, 14756, 15120, 15140, 15393, 15764, 16626, 16883, 16963, 17167, 17205, 17230, 17361, 17393, 17435, 17635, 17687, 18115, 18179, 18402, 18412, 18466, 19132, 19265, 19738, 19862, 19869, 19899, 19953, 20013, 20018, 20102, 20237, 20277, 20315, 20404, 20412, 20477, 20508, 20541, 20597]}}
{'meeting': {'id': '6046', 'info': {'name': 'CLASS 6046'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [666, 919, 1025, 10655, 11899, 16403, 16504]}}
{'meeting': {'id': '1223', 'info': {'name': 'CLASS 1223'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [668, 2134, 2199, 2420, 2750, 3914, 4199, 4796, 5387, 5421, 5636, 5705, 5719, 5888, 12738]}}
{'meeting': {'id': '4548', 'info': {'name': 'CLASS 4548'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [669, 2619, 2961, 3339, 4521, 5218, 5272, 5891, 6634, 6669, 6895, 8378, 8877, 9798, 10649, 11080, 13355, 14470, 15621, 15737, 18588, 18994, 19074]}}
{'meeting': {'id': '845', 'info': {'name': 'CLASS 845'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [669, 1213, 1513, 1893, 1947, 2008, 18784, 18864, 18994, 19009, 19029, 19063, 19074, 19114, 19144]}}
{'meeting': {'id': '5315', 'info': {'name': 'CLASS 5315'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [670, 1690]}}
{'meeting': {'id': '3666', 'info': {'name': 'CLASS 3666'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [671, 16754]}}
{'meeting': {'id': '5561', 'info': {'name': 'CLASS 5561'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [675, 820, 1034, 1208, 1510, 2000, 2063, 2261, 2336, 2371, 2387, 2415, 2436, 2641, 2729, 2769, 2810, 2908, 2926, 3044, 3131, 3193, 3294, 3409, 3855, 3872, 3958, 3980, 3987, 4014, 4160, 4212, 4216, 4229, 4266, 4294, 4331, 4350, 4483, 4526, 4579, 4587, 4599, 4915, 5057, 5134, 5139, 5166, 5276, 5488, 5518, 5570, 5701, 5752, 5816, 5886, 5895, 5951, 6254, 6530, 6569, 6749, 6759, 6778, 6819, 6836, 6892, 6937, 7261, 7307, 7348, 7373, 7394, 7799, 7977, 8243, 8259, 8262, 8559, 8696, 8762, 8768, 8852, 8897, 9022, 9027, 9054, 9065, 9298, 9690, 10248, 10347, 10787, 11143, 11235, 11364, 11563, 11567, 11601, 11613, 11628, 11643, 11675, 14195, 15866, 15942, 21685, 21698]}}
{'meeting': {'id': '3381', 'info': {'name': 'CLASS 3381'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [675, 1216, 1254, 1455, 1459, 1482, 1486, 1520, 2000, 2328, 2371, 2415, 2715, 3903, 5139, 5276, 11006, 11711, 15199, 15866, 19382]}}
{'meeting': {'id': '4158', 'info': {'name': 'CLASS 4158'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [677, 5286, 5510, 5985, 9614, 11964, 13084, 15001, 16654, 16964, 16966, 16970, 17229, 18182, 18506, 18522, 19022, 19161, 19586, 19948, 20182, 20187, 20426, 20509, 20526, 20587, 20754, 21721]}}
{'meeting': {'id': '4140', 'info': {'name': 'CLASS 4140'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [677, 2167, 2662, 2843, 3252, 3968, 4115, 4184, 4380, 5149, 5502, 5738, 5887, 5985, 8265, 8580, 8658, 8725, 9353, 9533, 9582, 9720, 10086, 10249, 10949, 11755, 11972, 12942, 14038, 14081, 14118, 15559, 16654, 16970, 20187, 20526, 20587, 20754]}}
{'meeting': {'id': '3921', 'info': {'name': 'CLASS 3921'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [677, 1197, 1485, 2539, 3604, 4286, 4434, 4596, 4817, 5027, 5127, 5444, 7195, 7643, 8093, 8255, 8489, 8770, 8844, 8893, 8931, 8944, 9198, 9280, 9543, 9570, 9759, 10053, 10213, 10552, 11269, 11437, 11632, 11998, 12963, 13212, 13342, 13412, 13990, 14684, 14924, 19332]}}
{'meeting': {'id': '1773', 'info': {'name': 'CLASS 1773'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [677, 929, 1458, 1568, 1838, 1853, 2026, 2150, 2289, 2313, 2421, 2794, 2835, 2896, 3090, 3440, 3505, 3541, 3573, 3632, 3948, 3963, 3971, 3974, 4085, 4110, 4124, 4135, 4370, 4595, 4741, 5068, 5082, 5204, 5213, 5248, 5445, 5450, 5475, 5570, 5587, 5603, 5617, 5621, 5622, 5628, 5718, 5740, 5894, 5896, 5951, 6134, 6175, 6190, 6229, 6242, 6294, 6332, 6399, 6591, 6664, 6711, 6749, 6802, 6808, 7060, 7117, 7161, 7204, 7370, 7576, 7604, 7606, 7610, 7797, 7813, 7815, 7820, 7822, 7980, 8004, 8021, 8136, 8196, 8288, 8395, 8416, 8418, 8477, 8485, 8513, 8535, 8539, 8558, 8561, 8600, 8608, 8678, 8682, 8722, 8740, 8743, 8782, 8817, 8834, 8835, 8856, 8861, 8884, 8917, 8933, 8954, 9041, 9089, 9198, 9280, 9422, 9434, 9443, 9464, 9486, 9495, 9506, 9509, 9511, 9515, 9516, 9521, 9528, 9533, 9537, 9538, 9562, 9564, 9582, 9597, 9600, 9611, 9636, 9637, 9638, 9645, 9650, 9655, 9661, 9662, 9668, 9681, 9687, 9690, 9705, 9722, 9726, 9758, 9759, 9773, 9851, 9852, 9894, 9944, 9956, 9960, 10000, 10007, 10038, 10060, 10064, 10074, 10124, 10136, 10213, 10228, 10246, 10322, 10430, 10498, 10565, 10596, 10602, 10682, 10839, 10856, 10952, 10953, 11075, 11077, 11194, 11240, 11338, 11433, 11440, 11587, 11623, 11632, 11662, 11775, 11848, 11849, 11986, 11998, 12112, 12159, 12186, 12240, 12261, 12268, 12270, 12308, 12317, 12356, 12371, 12373, 12375, 12399, 12545, 12580, 12584, 12605, 12609, 12800, 12858, 12929, 12945, 12951, 12952, 12962, 12963, 12964, 12990, 12996, 12997, 13021, 13047, 13092, 13099, 13105, 13106, 13110, 13117, 13125, 13127, 13145, 13149, 13212, 13234, 13236, 13266, 13272, 13283, 13284, 13342, 13353, 13367, 13376, 13395, 13422, 13426, 13427, 13434, 13440, 13452, 13460, 13469, 13487, 13490, 13525, 13531, 13569, 13584, 13615, 13633, 13673, 13681, 13730, 13766, 13770, 13798, 13809, 13811, 13818, 13830, 13843, 13868, 13872, 13888, 13931, 13955, 13972, 13990, 14018, 14040, 14062, 14073, 14104, 14121, 14129, 14172, 14259, 14307, 14441, 14620, 14669, 14752, 14755, 14878, 14990, 15004, 15035, 15061, 15072, 15084, 15117, 15143, 15144, 15240, 15252, 15254, 15313, 15321, 15381, 15388, 15399, 15420, 15435, 15458, 15464, 15495, 15531, 15535, 15544, 15546, 15554, 15559, 15564, 15567, 15572, 15575, 15619, 15626, 15640, 15721, 15772, 15905, 15988, 16369, 16462, 16470, 16481, 16580, 17491]}}
{'meeting': {'id': '5553', 'info': {'name': 'CLASS 5553'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [677, 2204, 2209, 2292, 2327, 2959, 2973, 3202, 3708, 3822, 4079, 4765, 4945, 4965, 4970, 5142, 5426, 5508, 5510, 5674, 6287, 6655, 6881, 7206, 7505, 7639, 7737, 7828, 7886, 8049, 8063, 8086, 8157, 8342, 8453, 8464, 8955, 8986, 9001, 9114, 9190, 9244, 9406, 9470, 9568, 9763, 9768, 9840, 9863, 9901, 9947, 9957, 9993, 10002, 10057, 10066, 10075, 10096, 10443, 10499, 10540, 10828, 10958, 11024, 11329, 11344, 11345, 11346, 11676, 12565, 12610, 12904, 12991, 13107, 13137, 13282, 13298, 13597, 13617, 13707, 13917, 13925, 13943, 13950, 13969, 14091, 14717, 14746, 14771, 15168, 15230, 15275, 15323, 15379, 15398, 15431, 15553, 16147, 16508, 17414, 17550, 17797, 18408, 18493, 19578, 19668, 20074, 20523]}}
{'meeting': {'id': '2099', 'info': {'name': 'CLASS 2099'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [681, 1839, 9415, 11800, 19729]}}
{'meeting': {'id': '5330', 'info': {'name': 'CLASS 5330'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [683]}}
{'meeting': {'id': '2570', 'info': {'name': 'CLASS 2570'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [684]}}
{'meeting': {'id': '1612', 'info': {'name': 'CLASS 1612'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [685, 1432, 2580, 2681, 2719, 2825, 2940, 2953, 3062, 3188, 3751, 3890, 4488, 4814, 4815, 4920, 5180, 5331, 5883, 6012, 6318, 6420, 6600, 12039]}}
{'meeting': {'id': '4251', 'info': {'name': 'CLASS 4251'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [685, 843, 1455, 1465, 1486, 1509, 1635, 1925, 2275, 2384, 2518, 2710, 2952, 3120, 3368, 3554, 3900, 4001, 4230, 7108, 10692, 12664, 14369, 14457, 14825, 14844, 15130, 15610, 15826, 15873, 15971, 15983, 16021, 16089, 16258, 16306, 16644, 16865, 17098, 17186, 17309, 19080, 20147, 20826, 21229, 21248, 21461]}}
{'meeting': {'id': '5006', 'info': {'name': 'CLASS 5006'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [686, 4462, 6587, 8059, 12994, 15590, 16843, 17561, 18382, 18410, 18615, 21661]}}
{'meeting': {'id': '2142', 'info': {'name': 'CLASS 2142'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [687, 1858, 1946, 2150, 2638, 2972, 3170, 3348, 3963, 4200, 4236, 4303, 4492, 5894, 6497, 6591, 7854, 9460, 14651, 14703, 15363, 15880]}}
{'meeting': {'id': '2143', 'info': {'name': 'CLASS 2143'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [687, 1557, 1858, 1899, 1946, 2638, 3170, 3348, 3433, 3904, 4200, 4236, 7854, 9460, 11915, 14612, 14860, 15880, 15997, 19473, 20952]}}
{'meeting': {'id': '2150', 'info': {'name': 'CLASS 2150'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [687, 712, 1155, 1744, 10693, 11915, 13864, 14196, 14324, 14327, 14441, 14744, 14854, 14860, 15155, 15180, 15192, 15193, 15197, 15361, 15364, 15748, 15844, 15845, 15880, 15945, 15987, 15988, 16011, 16048]}}
{'meeting': {'id': '4368', 'info': {'name': 'CLASS 4368'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [687, 888, 1046, 1057, 1362, 1490, 1494, 2006, 2462, 2698, 2855, 3295, 3491, 3637, 3857, 4044, 4454, 4994, 5330, 6089, 6680, 6972, 7114, 7414, 7427, 7826, 8085, 8155, 8201, 8623, 8776, 9862, 11245, 11401, 13089, 16241, 16429, 16476, 16797, 16833, 16865, 17135, 17186, 21639]}}
{'meeting': {'id': '6024', 'info': {'name': 'CLASS 6024'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [688, 813, 12046]}}
{'meeting': {'id': '4750', 'info': {'name': 'CLASS 4750'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [689, 12403]}}
{'meeting': {'id': '4611', 'info': {'name': 'CLASS 4611'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [690, 1659]}}
{'meeting': {'id': '1926', 'info': {'name': 'CLASS 1926'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [691]}}
{'meeting': {'id': '2175', 'info': {'name': 'CLASS 2175'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [691, 716, 1079, 1500, 1686, 2257, 3328, 3953, 3959, 6941, 7127, 7138, 7297, 7357, 9282, 10238, 11176, 11366, 14433, 14693, 17021]}}
{'meeting': {'id': '4672', 'info': {'name': 'CLASS 4672'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [693]}}
{'meeting': {'id': '4712', 'info': {'name': 'CLASS 4712'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [693, 804, 1413, 1565, 1590, 1984, 2194, 2208, 2342, 2429, 2530, 2807, 2913, 3068, 3289, 3706, 3758, 3768, 3824, 3910, 3936, 4019, 4094, 4143, 4176, 4324, 4414, 4495, 4509, 4536, 4711, 4992, 5009, 5161, 5211, 5269, 5449, 5629, 5708, 5749, 6044, 6139, 6154, 6357, 6434, 6574, 6589, 6656, 6753, 7113, 7381, 7454, 7455, 7518, 7557, 7843, 8155, 8179, 8461, 8495, 8576, 8653, 8861, 9249, 9294, 10191, 10541, 10563, 10660, 10888, 11650, 12014, 13288, 13833, 14146, 16205, 16437, 21712]}}
{'meeting': {'id': '3070', 'info': {'name': 'CLASS 3070'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [693, 849, 2614, 2866, 2903, 3174, 4293, 4571, 5577, 6865, 7389, 7885, 9885, 13233, 13581, 14192, 15554, 18178, 18292, 18511, 19684, 19707, 20098]}}
{'meeting': {'id': '3639', 'info': {'name': 'CLASS 3639'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [694, 1529, 12199, 12201, 12202, 12455, 16226, 16356, 16748, 21868]}}
{'meeting': {'id': '542', 'info': {'name': 'CLASS 542'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [696, 1502]}}
{'meeting': {'id': '440', 'info': {'name': 'CLASS 440'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [696, 1376, 3705, 6442, 15324]}}
{'meeting': {'id': '2665', 'info': {'name': 'CLASS 2665'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [697, 1101, 1519, 10282, 14359, 17104, 17151, 18769, 19014]}}
{'meeting': {'id': '1448', 'info': {'name': 'CLASS 1448'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [697, 1038, 3599, 3657, 4315, 4833, 5122, 5193, 5229, 5353, 5454, 5470, 5624, 5995, 6182, 6367, 6920, 7029, 7062, 7159, 7769, 7852, 8093, 8097, 8106, 8170, 8181, 8184, 8239, 8274, 8340, 8411, 8439, 8441, 8503, 8536, 8612, 8679, 8698, 8793, 8876, 8923, 8928, 8959, 9031, 9149, 9497, 9704, 9710, 10100, 10225, 10403, 10455, 10500, 10561, 10651, 10793, 10801, 11238, 11440, 11446, 11547, 11584, 11748, 16485]}}
{'meeting': {'id': '3539', 'info': {'name': 'CLASS 3539'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [698, 1233, 1718, 12430, 12435, 12456, 14377, 16318, 16745, 16746, 16758, 16773, 16774, 16811, 16875, 21505, 21551, 21552, 21566, 21608, 21612, 21659, 21737]}}
{'meeting': {'id': '3654', 'info': {'name': 'CLASS 3654'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [698, 12447, 12448, 12732, 21211, 21384]}}
{'meeting': {'id': '2580', 'info': {'name': 'CLASS 2580'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [699]}}
{'meeting': {'id': '2373', 'info': {'name': 'CLASS 2373'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [701, 860, 1684, 1919, 3871, 4458, 4476, 4757, 4868, 6157, 7198, 7435, 8202, 9035, 9551, 10735]}}
{'meeting': {'id': '463', 'info': {'name': 'CLASS 463'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [701]}}
{'meeting': {'id': '2103', 'info': {'name': 'CLASS 2103'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [704, 951, 1249, 1939, 2362, 3333, 3939, 3950, 4375, 5512, 7173, 7322, 10182, 10590, 12673, 14653, 14829, 16137, 19385, 20819, 20822, 21100, 21191, 21235]}}
{'meeting': {'id': '6004', 'info': {'name': 'CLASS 6004'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [705]}}
{'meeting': {'id': '1493', 'info': {'name': 'CLASS 1493'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [706, 2100, 2115, 2581, 3368, 3418, 3444, 7105, 14825, 18718, 19283, 20574, 20576, 20663, 20845, 20859, 21151, 21197, 21840]}}
{'meeting': {'id': '5220', 'info': {'name': 'CLASS 5220'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [706, 745, 987, 1146, 1212, 1244, 1429, 1669, 2028, 2243, 2610, 2924, 3720, 4127, 4464, 5081, 9835, 12507, 14604, 14640, 14797, 14843, 14939, 14951, 15601, 15920, 16280, 19400, 19442, 21975]}}
{'meeting': {'id': '4739', 'info': {'name': 'CLASS 4739'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [707, 726, 880, 1272, 1743, 1769, 3554, 6638, 7473, 14153, 15904, 16028, 16142, 17136, 17153, 17186, 18671, 18684, 18717, 18802, 18842, 18852, 18879, 19013, 19091, 19178, 20250, 21075, 21216, 21268, 21307, 21409, 21445, 21461, 21527, 21630, 21658]}}
{'meeting': {'id': '4364', 'info': {'name': 'CLASS 4364'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [707, 725, 1034, 2059, 2595, 3491, 4507, 8979, 10641, 11471, 11588, 11820, 12471, 12485, 12494, 12686, 15838, 15982, 16071, 16306, 16520, 16879, 19217, 19851, 21139, 21171, 21248]}}
{'meeting': {'id': '2903', 'info': {'name': 'CLASS 2903'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [708, 1138, 1863, 2131, 2333, 3124, 3221, 3224, 3764, 4139, 4662, 4736, 4868, 4977, 5108, 5109, 5268, 5300, 5404, 5845, 5949, 6011, 6195, 6431, 6514, 6525, 6534, 6710, 6905, 7235, 7273, 7380, 7656, 7792, 7905, 7907, 7926, 7950, 7965, 7972, 8159, 8168, 8617, 8862, 8904, 8958, 9083, 9110, 9122, 9172, 9336, 9418, 10106, 10132, 10302, 10359, 10388, 10483, 10570, 10635, 10782, 10917, 11205, 11265, 11599, 13007, 13052]}}
{'meeting': {'id': '2937', 'info': {'name': 'CLASS 2937'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [708, 837, 1097, 1740, 1863, 1901, 2467, 3018, 3721, 3790, 4671, 4759, 4972, 5060, 5109, 5646, 5899, 5970, 6090, 6162, 6220, 6383, 6522, 6552, 6677, 6712, 6723, 6822, 6919, 7232, 7270, 7952, 8236, 8315, 8398, 8719, 8859, 8898, 9110, 9182, 9232, 10229, 10363, 10635, 11044, 11557, 11638, 12228, 12915]}}
{'meeting': {'id': '2933', 'info': {'name': 'CLASS 2933'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [708, 3124, 3399, 3790, 3821, 5938, 5970, 6304, 6436, 6612, 6758, 7387, 7785, 7798, 8336, 9238, 9352, 10509, 10600, 10648, 10668, 11556, 17505, 17508, 21412]}}
{'meeting': {'id': '1897', 'info': {'name': 'CLASS 1897'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [709, 1319, 6286, 6568, 10666, 14312, 14364, 14547, 19039, 19517]}}
{'meeting': {'id': '439', 'info': {'name': 'CLASS 439'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [711, 1781, 1933, 1970, 2066, 2092, 3090, 3095, 3143, 3692, 7488, 7498, 11400, 11713]}}
{'meeting': {'id': '424', 'info': {'name': 'CLASS 424'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [711, 953, 1437, 1573, 1771, 2386, 2449, 2569, 2920, 3024, 3099, 3305, 3703, 3767, 4366, 4922, 4926, 5002, 5039, 5254, 5744, 6043, 6336, 6374, 7247, 7324, 7899, 8983, 11696, 11722, 11724, 11743, 12152, 12230, 15611, 15744, 16472, 19961, 20434, 20625, 20667, 20676, 20683]}}
{'meeting': {'id': '455', 'info': {'name': 'CLASS 455'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [711, 1781, 7324, 11698]}}
{'meeting': {'id': '492', 'info': {'name': 'CLASS 492'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [711]}}
{'meeting': {'id': '4933', 'info': {'name': 'CLASS 4933'}, 'meets': [('9/2/2020', '11/13/2020', 'TR', 60)], 'members': [712, 5978, 7646, 10751, 12367, 15217, 16427, 16778, 18305, 18319, 18329, 19508, 19993, 20721, 21711]}}
{'meeting': {'id': '4618', 'info': {'name': 'CLASS 4618'}, 'meets': [('9/2/2020', '11/13/2020', 'MF', 60)], 'members': [712, 1151, 1281, 1477, 1804, 1921, 2009, 2088, 2301, 2399, 2670, 2684, 2689, 2730, 2794, 2838, 3060, 3225, 3439, 3663, 3718, 3905, 3947, 4124, 4301, 4311, 4339, 4679, 4692, 4694, 4702, 4739, 4916, 4920, 5037, 5091, 5339, 5391, 5459, 5589, 5591, 5658, 5929, 6111, 6222, 6225, 6312, 6437, 6529, 6551, 6659, 6667, 6764, 6820, 6845, 6860, 6888, 6889, 6897, 7231, 7420, 7830, 7896, 7913, 8024, 8108, 8126, 8152, 8176, 8279, 8391, 8420, 8470, 8512, 8539, 8550, 8562, 8582, 8584, 8633, 8724, 8733, 8742, 8749, 8780, 8785, 8799, 8828, 8840, 8883, 9046, 9047, 9069, 9129, 9162, 9189, 9256, 9319, 9424, 9434, 9466, 9686, 9695, 9755, 9864, 10148, 10163, 10166, 10233, 10240, 10245, 10291, 10292, 10297, 10315, 10602, 10608, 10762, 10783, 10797, 10798, 11078, 11551, 11577, 11647, 11649, 12314, 12380, 12986, 12997, 13121, 13170, 13442, 13569, 13580, 13872, 14294, 14439, 14862, 15722, 15844, 16100, 16221, 16360, 18951, 19007, 19085, 19113, 20896]}}
{'meeting': {'id': '2090', 'info': {'name': 'CLASS 2090'}, 'meets': [('9/2/2020', '11/13/2020', 'MWF', 60)], 'members': [712, 1464, 1604, 2108, 2631, 2911, 2963, 3289, 3464, 3820, 3993, 4083, 4611, 4817, 5132, 5293, 5589, 5822, 6519, 6763, 7830, 7980, 8240, 8711, 8962, 8979, 9013, 9464, 9638, 9655, 9801, 9956, 10557, 10682, 10774, 10804, 12638, 13149, 13367, 14799, 15084, 15217, 15288, 15364, 15748, 15927, 15986, 16440, 18470, 18748, 19508, 19756, 19772, 19774, 19886, 20289, 20489, 20759, 20763, 20883, 20896, 20916, 20938]}}
